artist,bio,listeners,playcount,similar_artist
Anne-Marie,"Anne-Marie Nicholson, born in Essex, England, was no stranger to performing by the time her debut EP dropped in 2015, having shared the stage as a 12-year-old with Jessie J in a West End production of Whistle Down the Wind. She also auditioned for Les Misérables without telling her parents, and was offered a part. It was a risk that paid off, as it served to open her parents' eyes to her singing ability. Aside from West End commitments, the intervening <a href=""https://www.last.fm/music/Anne-Marie"">Read more on Last.fm</a>",1173869,20432228,"['Mabel', 'Rita Ora', 'Bebe Rexha', 'Julia Michaels', 'Mimi Webb']"
Jósean Log,"Jósean Log is a Mexican singer-songwriter that comes from Cholula, Puebla. His biggest influences are Jorge Drexler and Manu Chao (according to a radio interview). He refers to his genre as ""pop guapachoso"".   http://joseanlog.com/quiensoy/

 <a href=""https://www.last.fm/music/J%C3%B3sean+Log"">Read more on Last.fm</a>",266825,5433697,"['León Larregui', 'Kevin Kaarl', 'Caloncho', 'Ed Maverick', 'Carla Morrison']"
Beatriz Luengo,"Beatriz Luengo (born December 23, 1982 in Madrid) is a Spanish actress, latin pop/R&B singer and dancer. 

In television, she appeared in episodes of Spanish soap operas such as Robles Investigador Privado, Policías, Periodistas and El Comisario. In 2001, Beatriz was chosen to star in Un paso adelante, along with actors like Mónica Cruz, Silvia Marty, Pablo Puyol, Dafne Fernández or Lola Herrera, which made her very well-known in Spain, Europe and some South American countries; it was here that the musical group Upa Dance was born. <a href=""https://www.last.fm/music/Beatriz+Luengo"">Read more on Last.fm</a>",59359,533209,"['Merche', 'Efecto Mariposa', 'Soraya Arnelas', 'Melocos', 'David Bustamante']"
Pedro Pastor," <a href=""https://www.last.fm/music/Pedro+Pastor"">Read more on Last.fm</a>",19667,213421,"['Mr. Kilombo', 'El Niño de La Hipoteca', 'El Jose', 'Antílopez', 'Road Ramos']"
Maldita Nerea,"Maldita Nerea lo forman Jorge Ruiz Flores a la voz y la guitarra, Carlos Molina al bajo, Luis Gomez a la guitarra y Sergio Bernal a la bateria. Con una media de edad de 25 años, este cuarteto de Murcia lleva bastantes años preparandose para el lanzamiento definitivo de su carrera. Todos han pasado por diferentes formaciones y proyectos hasta coincidir en Maldita Nerea. Todo ha sido cuestion de perseverancia, ganas de superarse y fe en sí mismos. <a href=""https://www.last.fm/music/Maldita+Nerea"">Read more on Last.fm</a>",106616,2354424,"['El Canto del Loco', 'Melendi', 'Despistaos', 'Pereza', 'Dani Martín']"
India Martinez,"Born in Córdoba, she started studying flamenco while she was just 5 under the guidance of teacher Nieves Camacho. The family moved to Roquetas de Mar (Almería) when she was 11 years old. She sang on the local fishing port area, becoming popular as ""La Niña del Puerto"". In 1998, at age 13, she took part in the children talent show Veo, Veo hosted by Teresa Rabal, reaching the Andalusian finals. She was offered a scholarship by the Fundación Cristina Heeren to learn flamenco in Seville. <a href=""https://www.last.fm/music/India+Martinez"">Read more on Last.fm</a>",53407,626776,"['Barrio Sur', 'Rasel', 'David Barrull', 'Paula Rojo', 'Hugo Salazar']"
Videoclub,"There are multiple artists using this name:

1. A French duo, formed in 2018 in Nantes by Adèle Castillon and Matthieu Reynaud.

Videoclub was the musical project of the actress/youtuber Adèle Castillon and her then boyfriend Matthieu Reynaud; both 17 years old and originally from the city of Nantes in France.

Their project took off in September 2018 with their first song Amour Plastique. Three months later they continued with ""Roi"", their second single.  <a href=""https://www.last.fm/music/Videoclub"">Read more on Last.fm</a>",728375,14276585,"['Adèle Castillon', 'Mattyeux', 'Requin Chagrin', 'Alice et Moi', 'Vendredi sur Mer']"
Despistaos,"La trayectoria de Despistaos está siendo meteórica, con paso firme y gran profesionalidad. En su quinto año de vida, la banda nos presentará en octubre su doble álbum recopilatorio ""Lo que hemos vivido"". 

Durante este verano, Despistaos se han vuelto a meter en el estudio para grabar varias canciones y versionear algunos de sus temas más conocidos, con colaboraciones de lujo como Dani de El Canto del Loco en ""Hasta que pase la tormenta"", Iker de Dikers en ""Nada de que hablar"" y Brigi de Koma en ""El único espectador"".  <a href=""https://www.last.fm/music/Despistaos"">Read more on Last.fm</a>",91834,1828885,"['Maldita Nerea', 'El Canto del Loco', 'Pignoise', 'Dani Martín', 'Sidecars']"
NEIL FRANCES,"The duo behind Neil Frances come from two different worlds, and yet their union sounds destined. Jordan Feller and Marc Gilfry first met in 2012. It wasn’t until four years later that Jordan called Marc to lend vocals to some demos, which were intended as a placeholder. As with the best of accidents, the two liked what they heard and Neil Frances was born.

Jordan grew up in Sydney, then spent time in London, before landing in Los Angeles. Marc <a href=""https://www.last.fm/music/Neil+Frances"">Read more on Last.fm</a>",580187,9162112,"['Leisure', 'Poolside', 'Pale Jay', 'Jungle', 'Roosevelt']"
Meltt,"Meltt is a collection of four multi-instrumentalists sonically painting their own dreamscapes by combining psychedelic-guitars, swelling-synthesizers, powerful-drums, and ethereal-vocals.   Currently falling somewhere in the category of alternative-rock/psych, the band has been praised for their combination of heavy riffs, colourful instrumentation, detail oriented production, and under it all, multi-layered song-writing. With an equal love for the blissfully tripped out and the powerfully crunchy corners of music <a href=""https://www.last.fm/music/Meltt"">Read more on Last.fm</a>",248004,3041148,"['Low Hum', 'Mild Orange', 'Broken Bells', 'Arc De Soleil', 'Inner Wave']"
Frankie Cosmos,"Frankie Cosmos is an American indie rock band headed by Greta Kline. 
Starting in 2009 under various pseudonyms (Ingrid Superstar, Zebu Fur, Franz Charcoal), Kline is well known for having an extremely lengthy back catalogue of self released albums and projects. In 2014, she released her first studio album, Zentropy. After exclusively performing live as a duo with Aaron Maine of Porches for several years, Frankie Cosmos began to take on a more traditional band form, inducting David Maine (Bass) and Gabrielle Smith (Keyboards, Vocals) by 2016. <a href=""https://www.last.fm/music/Frankie+Cosmos"">Read more on Last.fm</a>",1037115,21833007,"['Florist', 'Girlpool', 'Adult Mom', 'Free Cake For Every Creature', 'Snail Mail']"
The Long Faces,"The Long Faces first developed a love for writing music in Canterbury, soaking up the city’s heritage of progressive rock, along with contemporary jazz and choral music. They released a string of singles between 2017-18 whilst studying in the city, which over time have attracted a large online following that reaches from the UK to all corners of the world.

After the release of their debut EP in 2020, the group’s direction took a key turn, with Harry Shapiro joining as a new member on bass, and Halden Cooke trading lead guitar for violin. <a href=""https://www.last.fm/music/The+Long+Faces"">Read more on Last.fm</a>",198128,3024565,"['Mustard Service', 'Buddha Trixie', 'Fleece', 'The Rare Occasions', 'Hot Freaks']"
John Mayer,"John Clayton Mayer was born October 16, 1977, in Fairfield, Connecticut, USA, and started playing guitar at 13 after being inspired by a Stevie Ray Vaughan tape his neighbor gave him. In 1998 he moved to Atlanta, Georgia where he refined his skills and gained a following.

In 2003, he won the Grammy Award for Best Male Pop Vocal Performance for the 2002 single ""Your Body Is a Wonderland"" from the album Room for Squares.

In February 2005, he was awarded the Song of the Year Grammy for his song Daughters <a href=""https://www.last.fm/music/John+Mayer"">Read more on Last.fm</a>",3734611,201483190,"['John Mayer Trio', 'Jack Johnson', 'Jason Mraz', 'Amos Lee', 'Dave Matthews Band']"
La Casa Azul,"La Casa Azul is a pop band from Barcelona, Spain formed in 1997. Their sound is often described as combining many of the qualities of 1960s American pop bands like the Beach Boys and 1970s European disco-pop acts like ABBA with clean, clear production reminiscent of Shibuya-kei. This distinctive sound is created by producer Guille Milkyway, who also writes the band's songs. La Casa Azul release their records on the indie-pop label Elefant.

The band officially consists of five members (David <a href=""https://www.last.fm/music/La+Casa+Azul"">Read more on Last.fm</a>",128096,5221638,"['Fangoria', 'La La Love You', 'Papa Topo', 'Varry Brava', 'Miss Caffeina']"
Gert Taberner," <a href=""https://www.last.fm/music/Gert+Taberner"">Read more on Last.fm</a>",36942,277475,"['Flora Cash', 'Ocie Elliott', 'Anson Seabra', 'Harrison Storm', 'Chance Peña']"
Andrés Suárez," <a href=""https://www.last.fm/music/Andr%C3%A9s+Su%C3%A1rez"">Read more on Last.fm</a>",15704,487056,"['Marwan', 'Luis Ramiro', 'Fran Fernández', 'Marwán', 'Diego Ojeda']"
boygenius,"Grammy-winning American singer-songwriters Julien Baker, Phoebe Bridgers and Lucy Dacus record together as boygenius. Their first EP, the eponymous boygenius, was released in November 2018. On July 3, 2020, a demo EP titled boygenius (demos) was released on Bandcamp and was available for 24 hours only. The EP consisted of the June 5, 2018 demos of ""Bite The Hand"", ""Me & My Dog"", and ""Stay Down"".

“When we met, Lucy and Phoebe and I were in similar places in our lives and our musical endeavours <a href=""https://www.last.fm/music/boygenius"">Read more on Last.fm</a>",1131598,98696843,"['Phoebe Bridgers', 'Lucy Dacus', 'Julien Baker', 'Better Oblivion Community Center', 'Lizzy McAlpine']"
El Buen Hijo," <a href=""https://www.last.fm/music/el+buen+hijo"">Read more on Last.fm</a>",13029,495025,"['Marcelo Criminal', 'Diamante Negro', 'Jordana B.', 'Reina republicana', 'Colectivo DA SILVA']"
Viagra Boys,"Viagra Boys is a Swedish post-punk band formed in Stockholm in 2015. The group consists of lead singer Sebastian Murphy, guitarist Linus Hillborg, keyboardist Elias Jungqvist, bassist Henrik ""Benke"" Höckert, drummer Tor Sjödén, and saxophonist Oskar Carls. Their lyrics often employ satire and dark humor to critique hypermasculinity and far-right conspiracy theories.

Full Wikipedia article: https://en.wikipedia.org/wiki/Viagra_Boys

Studio albums
Street Worms (2018)
Welfare Jazz (2021)
Cave World (2022)
Viagr Aboys (2025) <a href=""https://www.last.fm/music/Viagra+Boys"">Read more on Last.fm</a>",479149,22733821,"['IDLES', 'Shame', 'Yard Act', 'Squid', 'Getdown Services']"
Dylan Brady,"St. Louis-raised producer and songwriter Dylan Brady constantly inspires curiosity. “An artist I was working with played me a snippet of a song they made with Dylan,” Kenny Beats, the L.A.-based producer behind the impressive production on Vince Staples’ FM!, explains. “For the next three days I did everything I could to get in contact with him because I had so many questions.” With a choker hugging his neck and lengthy, surfer-bum hair <a href=""https://www.last.fm/music/Dylan+Brady"">Read more on Last.fm</a>",163944,2205208,"['CAKE POP', '100 gecs', 'fraxiom', 'gupi', 'Food House']"
half•alive,"half•Alive is a California-based musical trio formed in 2016. The band consists of lead vocalist Joshua William ""Josh"" Taylor, drummer Brett Kramer, and bass guitarist J. Tyler Johnson. The band's journey began when Josh Taylor, formerly of the band The Moderates, embarked on a songwriting endeavor after parting ways with his previous group. This led to the creation of their first EP, ""3,"" which was released in April, 2017. The EP quickly gained traction online, amassing millions of streams and establishing a dedicated fanbase for the band. <a href=""https://www.last.fm/music/half%E2%80%A2alive"">Read more on Last.fm</a>",631515,24030338,"['Coin', 'Hippo Campus', 'Saint Motel', 'Bad Suns', 'Almost Monday']"
Still Corners,"Still Corners is a band that formed in 2008 in London, England.  The group consists of duo Tessa Murray (vocals) and Greg Hughes (multi-instrumentalist/producer).  Since 2008 they've been joined by Leon Dufficy (guitar) and Luke Jarvis (bass) for live performances.  Jack Gooderham (drums) joined the live band in 2013.

Still Corners garnered wide critical success with a string of singles including the Don't Fall In Love/Wish 7-inch on cult label the <a href=""https://www.last.fm/music/Still+Corners"">Read more on Last.fm</a>",592088,11845531,"['New Constellations', 'Widowspeak', 'Blouse', 'Jonathan Bree', 'Porcelain Raft']"
Pez Mago," <a href=""https://www.last.fm/music/Pez+Mago"">Read more on Last.fm</a>",602,3047,"['Andrés Suárez', 'Luis Ramiro', 'Marwán', 'Mr. Kilombo', 'Kutxi Romero']"
Full,"Full is the name of more than one artist:
1) an alternative punk-pop band including this members: Fred Morg on Vocals and Bass, Mike Stone on Guitar and Rocco Merlo behind Drums. They are signed under an independent label Acme Entertainment (Chicago, IL,USA). Full released three studio albums.
2) Indie rock from Spain
 <a href=""https://www.last.fm/music/Full"">Read more on Last.fm</a>",12615,153697,"['Anabel Lee', 'Pantones', 'Aerolíneas Federales', 'caballo prieto azabache', 'Go Roneo']"
Pooh,"1966 Prima formazione ufficiale dei POOH: Valerio Negrini (batteria), Robi Facchinetti (tastiere), Riccardo Fogli (basso), Mauro Bertoli (chitarra), Mario Goretti (chitarra), Gilberto Fagioli (basso) e Bob Gillot (tastiere). Primo 45 giri: ""Vieni fuori"" e ""L'uomo di ieri"". Secondo 45 giri: ""Quello che non sai"" e ""Bikini Beat""; seguito da ""Per quelli come noi"". Vincono il Festival delle Rose con il brano ""Brennero 66"", seguito da ""Nel buio"".

1967 Mauro Bertoli lascia il gruppo <a href=""https://www.last.fm/music/Pooh"">Read more on Last.fm</a>",56292,729309,"['Claudio Baglioni', 'Renato Zero', 'Alex Britti', 'Antonello Venditti', 'Edoardo Bennato']"
Beach Bunny,"Beach Bunny started off as a solo singer/songwriter project for Chicago native Lili Trifilio in 2015. Now as a four-piece, the band has garnered success after their song 'Prom Queen' went viral on TikTok in 2019.

Trifilio made her introduction as her stage name, Beach Bunny, with the release of her first EP, Animalism. The five -track acoustic EP is heavy on themes of heartbreak and love, and shows off Trifilio’s natural talent as a songwriter and a vocalist. <a href=""https://www.last.fm/music/Beach+Bunny"">Read more on Last.fm</a>",1521841,43146287,"['chloe moriondo', 'The Beths', 'Frances Forever', 'mxmtoon', 'illuminati hotties']"
El Niño de la Hipoteca,"Guiu Cortés (Barcelona, ​​1982), artistically known as El Niño de la Hipoteca, is a Spanish singer-songwriter, composer and musician, belonging to the generation of singer-songwriters who have used the explosion of social networks and streaming media to give to know his music and his lyrics, in which he mixes humor and demands. <a href=""https://www.last.fm/music/+noredirect/El+Ni%C3%B1o+de+La+Hipoteca"">Read more on Last.fm</a>",17225,354167,"['Antílopez', 'Mr. Kilombo', 'Pedro Pastor', 'El Jose', 'Rafa Pons']"
Santiago Auserón,"Santiago Auserón, también conocido como Juan Perro es un cantante y compositor español. Nacido en Zaragoza, el 25 de julio de 1954. Estudió Filosofía en la Universidad Complutense de Madrid (1972-1977) y en la Université de Vincennes, París VIII (1977-1978).

Junto al grupo musical que lideró de 1980 a 1992, Radio Futura, realizó una carrera exitosa, convirtiéndolo en uno de los grupos fundamentales de la conocida como movida madrileña, el movimiento contracultural de la década de 1980 en Madrid. <a href=""https://www.last.fm/music/+noredirect/Santiago+Auser%C3%B3n"">Read more on Last.fm</a>",4963,23474,"['To Sophia', 'La Dama Se Esconde', 'Pistones', 'Anjani Thomas', 'Los Nikis']"
The Ballroom Thieves,"The Ballroom Thieves is an American indie folk-rock band. The band began in 2010 when guitarist Martin Earley and drummer Devin Mauch were attending Stonehill College outside of Boston. <a href=""https://www.last.fm/music/The+Ballroom+Thieves"">Read more on Last.fm</a>",224616,1744567,"['River Whyless', 'The Arcadian Wild', 'Houndmouth', 'The Milk Carton Kids', 'Caamp']"
Pablo López," <a href=""https://www.last.fm/music/Pablo+L%C3%B3pez"">Read more on Last.fm</a>",36527,1113512,"['Antonio José', 'Dani Martín', 'Miriam Rodríguez', 'Rozalén', 'Vicco']"
Kasher Quon,"Marquon Fulton, known professionally as Kasher Quon, is a rapper from Detroit, Michigan. His rise to popularity in late 2019 followed his lively and hard-hitting contributions within the then-burgeoning scam rap genre, particularly alongside former collaborator Teejayx6.

As of May 2022, he no longer drinks lean. <a href=""https://www.last.fm/music/Kasher+Quon"">Read more on Last.fm</a>",35291,691115,"['Teejayx6', 'AK Bandamont', 'ShittyBoyz', 'BabyTron', 'StanWill']"
Jada Facer,"Jada Facer (born 18 March, 2001) is an actress and singer born in St. George but living in Los Angeles, California, United States since 2010. Jada founded a performing group in 2009 and started singing in St. George and later started to sing solo. She later competed in The American Family Talent Search and placed in the finals. It was on a trip to Los Angeles that Jada was discovered by Trisanne Marin from LA Management. She was quickly signed and is now living in Los Angeles. <a href=""https://www.last.fm/music/Jada+Facer"">Read more on Last.fm</a>",53256,488657,"['Noelle Johnson', 'Rachel Grae', 'TommyMuzzic', 'Jessica Baio', 'Katelyn Tarver']"
L'Impératrice,"L'Impératrice (French pronunciation: [lɛ̃peʁatʁis]; ""The Empress"") is a project that began in 2012, a French band with a myriad of dreams that have now become reality. However, the vision of each of them has not changed that much as they have become an international band and they claim to keep their feet very firmly on the ground, as, in their words, it is always a work in progress. Despite this, there are still achievements to unlock, one of which is playing at Madison Square Garden, one of their favourite venues. <a href=""https://www.last.fm/music/+noredirect/L%27Imp%C3%A9ratrice"">Read more on Last.fm</a>",669901,16202676,"['Bleu Toucan', 'Cléa Vincent', 'Miel De Montagne', 'Lewis OfMan', 'The Parcels']"
Joy Williams,"Joy Williams (born Joy Elizabeth Williams on November 14, 1982) is an American singer-songwriter. The winner of four Grammy Awards, Williams released her self-titled debut in 2001. She was half of The Civil Wars duo from 2009 until 2014.

Williams grew up in Santa Cruz, CA. At 17, she signed a recording contract with PLG/SonyBMG and moved to the friendly, muggy town of Nashville, TN. She co-wrote and recorded several albums and realized after 7 years of being on the road full time that it was song-writing that kept tugging at her heart. <a href=""https://www.last.fm/music/Joy+Williams"">Read more on Last.fm</a>",312751,2392808,"['Rebecca St. James', 'Francesca Battistelli', 'Point of Grace', 'Nichole Nordeman', 'Rachael Lampa']"
Mr. Kilombo,"Mr.Kilombo es una banda mestiza nacida en Madrid. Un cóctel musical en el que la rumba hace de hilo conductor y la timba, la samba, el reggae, el ska y el rock son algunos de los condimentos que se mezclan con elegancia para lograr un clima lisérgico que invita a la algarabía y la farra. Las letras, ácidas y directas a veces, sutiles y encriptadas otras, son responsabilidad de Miki Ramírez, que a su corta edad se ha convertido en todo un veterano de la composición urbana. <a href=""https://www.last.fm/music/Mr.+Kilombo"">Read more on Last.fm</a>",18481,216274,"['Pedro Pastor', 'TéCanela', 'El Niño de La Hipoteca', 'Antílopez', 'Sebastián Cortés']"
Paradis,"Discovered by Tim Sweeney and the first release on the Beats in Space record label, Paradis might be one of the most ambitious projects to come out of France in recent years. Simon Mény and Pierre Rousseau have bold musical offerings, inviting us to the unlikely meeting of french pop with the contemporary textures of dance music. At the crossroads of introspection and emotion, Paradis’ productions and dj sets are a testament of their broad and diverse approach to party music. <a href=""https://www.last.fm/music/Paradis"">Read more on Last.fm</a>",257867,4968053,"['Bleu Toucan', ""L'Impératrice"", 'Lewis OfMan', 'Vendredi sur Mer', 'Cléa Vincent']"
TEMPOREX,"TEMPOREX is a musical project by Joseph Flores from San Diego, California. Embarking on his musical odyssey from a young age, Flores is a multi-instrumentalist, composer, and producer. He is often acknowledged as a synthpop/electronic artist, has cultivated a distinctive sonic palette combining soothing and invigorating elements of indie, electronic and bedroom pop.

Before delving into the realm of music, Flores explored graphic design. While participating in a 2D art class during his high school years <a href=""https://www.last.fm/music/TEMPOREX"">Read more on Last.fm</a>",651393,10182942,"['mellow fellow', 'Banes World', 'yungatita', 'Yot Club', 'Cuco']"
Charli xcx,"Charlotte Emma Aitchison (born 2 August 1992), known professionally as Charli xcx, is a British pop singer and songwriter. She began sharing her music on Myspace in 2008 before entering the London rave scene. In 2010, she signed with Asylum Records and released a series of singles and mixtapes. In 2012, she was featured on ""I Love It"" by the Swedish duo Icona Pop, which became her first UK number-one single and achieved international success. Her debut studio album <a href=""https://www.last.fm/music/Charli+xcx"">Read more on Last.fm</a>",3698883,695205475,"['Sophie', 'Slayyyter', 'Caroline Polachek', 'Kim Petras', 'Addison Rae']"
Rosie Carney,"Rosie Carney is a British singer-songwriter originally from Hampshire UK, now living in Donegal, Ireland.

Her folky songs have the ability to get straight to your heart within a couple of bars! Her inspiration comes, in part, from the beautiful landscape surrounding her home on the stunning Rosguil peninsula and from her ability to listen to people’s stories. Her singing has taken her to New York and Los Angeles, Stateside, and she has performed <a href=""https://www.last.fm/music/Rosie+Carney"">Read more on Last.fm</a>",203192,1433757,"['Aisha Badru', 'Fenne Lily', 'William Fitzsimmons', 'Rosemary & Garlic', 'Anna Leone']"
girl in red,"girl in red is the pop music project of Norwegian singer-songwriter and record producer Marie Ulven Ringheim. She appeared on the scene with her homemade, bedroom pop songs about romance and mental health featured on the early EPs Chapter 1 and Chapter 2. Her debut studio album If I Could Make It Go Quiet was released through AWAL on April 30, 2021.

girl in red has been cited as a queer icon by PAPER Magazine and a ""phenomenon"" who is ""one of the <a href=""https://www.last.fm/music/girl+in+red"">Read more on Last.fm</a>",2444722,113101903,"['Cavetown', 'Gigi Perez', 'chloe moriondo', 'Frances Forever', 'Towa Bird']"
ODESZA,"ODESZA is a production duo made up of Harrison Mills (Catacombkid) and Clayton Knight (BeachesBeaches) based out of the Pacific Northwest, United States. They met their senior year of college and decided to spend the summer as recent graduates from Western Washington University in Bellingham, WA collaborating on an album. On September 5th, 2012 they self-released a free LP entitled “Summer’s Gone”, creating a delicate balance between dreamy sun trickled melodies, glitched out vocals, crunchy drums and large sweeping basslines. <a href=""https://www.last.fm/music/ODESZA"">Read more on Last.fm</a>",1055828,39588333,"['Kasbo', 'Slow Magic', 'Lane 8', 'Tourist', 'Ford.']"
Felix Riebl,"Felix was actually born on the moon. He is the first male human to survive preconception in outer space. He has a very loving group of friends and family on the planet earth, that have taken him in on the universal adoption principles.

Ask Harry for verification proclomations.
Thanks have a nicer day!
C <a href=""https://www.last.fm/music/Felix+Riebl"">Read more on Last.fm</a>",39847,215383,"['Lukas Batteau', 'Ben Hobbs', 'Milo Meskens', 'Will Knox', 'Ruud Houweling']"
Angelo De Augustine,"Angelo De Augustine is an American singer-songwriter from Thousand Oaks, California. He has collaborated with and opened for Sufjan Stevens.

He gained recognition for his self-released debut album ""Spirals of Silence"" in 2014. He has since released several albums, including ""Swim Inside The Moon"" and ""Tomb"". His music has been described as evoking a melancholic mood and dreamlike atmosphere. He collaborated with Sufjan Stevens on a single and a full album, ""A Beginner's Mind"". <a href=""https://www.last.fm/music/Angelo+De+Augustine"">Read more on Last.fm</a>",293476,3620101,"['Sufjan Stevens & Angelo De Augustine', 'Sufjan Stevens, Angelo De Augustine', 'Sufjan Stevens', 'Tomberlin', 'Lomelda']"
Shakey Graves,"Shakey Graves, aka Alejandro Rose-Garcia from Austin, Texas, plays a gnarly composite of blues and folk as a one-man-band of epic sonic proportions. The sound emitted from his hollow body guitar, mildly distorted amp and suitcase drum belie the young singer’s lean frame. He fingerpicks while keeping time with a double-pedal kick drum, hitting a snare fitted into his suitcase drum and a tambourine fashioned to its side. And when he sings, Rose-Garcia unleashes an unearthly howl. <a href=""https://www.last.fm/music/Shakey+Graves"">Read more on Last.fm</a>",483723,9603866,"['Houndmouth', 'Nathaniel Rateliff', 'The Wood Brothers', 'Caamp', 'Mt. Joy']"
Dani Fernández,"Daniel Fernández Delgado was born December 11, 1991 in a town of Ciudad Real, Alcázar de San Juan, where at present lives. It studies in the Secondary School Juan Bosco.  It has a sister of 18 years old, Noelia, and its parents are named Marcial, and Mª Carmen.

It charms to come out with its friends or to be connected to Internet.  Is a great lover of the soccer and its team is the Athletic of Madrid.  Its favorite player is Sergio Agüero and many say that seems to Fernando Torres <a href=""https://www.last.fm/music/Dani+Fern%C3%A1ndez"">Read more on Last.fm</a>",32726,903547,"['Antonio José', 'Mayo', 'Depol', 'Álvaro De Luna', 'Arde Bogotá']"
ALIS,"As of 2024, there are at least four artists by the name of Alis:

1. Pachi Delgado is the essence of pure music, and this is easy to explain but difficult to achieve. Having been a leader and voice of Alis Dee, jiennense worship band, and everything that happened to her, as the contract with EMI, Pachi decided to engage in production work from his studio in Baeza (Alis record) with countless groups such big names as Josele Santiago (doing preproduction on ""the swallows etc. <a href=""https://www.last.fm/music/Alis"">Read more on Last.fm</a>",16047,247818,"['Shkodra Elektronike', 'Arilena Ara', 'Baby Lasagna', 'Sara Kapo', 'GHITI']"
Depedro,"Depedro is the musical project of Spanish singer and guitar player Jairo Zavala, who is also front man and co-founder of rock band Vacazul. In its first album (also named Depedro, published in 2008) Depedro mixes latin music, border fusion, folk, african music, reggae and blues.

Depedro's official site is at http://www.myspace.com/myspacedepedro <a href=""https://www.last.fm/music/DePedro"">Read more on Last.fm</a>",48554,932407,"['Viva Suecia', 'Vetusta Morla', 'Supersubmarina', 'Izal', 'Xoel López']"
Harrison Storm,"Harrison Storm is a singer/songwriter based on the Mornington Peninsula, in Victoria, Australia.

With a handful of finely tuned folk based demos, Harrison turned to friend and producer Hayden Calnin, who helped bring to life his ideas, which formed his debut EP titled ‘Sense of Home’, independently released in April of 2015. Since then, Harrisons debut has received 1.2 million Spotify streams, radio play on Triple J and KCRW (US), appeared in 2016 TV series ‘Degrassi: Next Class’  <a href=""https://www.last.fm/music/Harrison+Storm"">Read more on Last.fm</a>",283691,2772908,"['Hollow Coves', 'Dustin Tebbutt', 'Ocie Elliott', 'Old Sea Brigade', 'Salt Tree']"
Jero Romero," <a href=""https://www.last.fm/music/Jero+Romero"">Read more on Last.fm</a>",13788,322756,"['Grises', 'Egon Soda', 'The New Raemon', 'Tuya', 'Neuman']"
jagger finn,"Jagger Finn, a bedroom pop musician hailing from Los Angeles and based in New York, has been releasing music since 2015. Beyond his primary moniker, Jagger Finn has also released music as oakjoi and Finn Luca. Oakjoi is the URL of his Soundcloud account and Finn Luca seems to be what he used to share music under around 2017.

Jagger Finn's music is characterized by an indie sensibility, reflected not only in his sound but also in his enigmatic distribution method. <a href=""https://www.last.fm/music/jagger+finn"">Read more on Last.fm</a>",586341,8974320,"['Yot Club', 'sign crushes motorist', 'Strawberry Guy', 'Dream, Ivory', 'Salvia Palth']"
Yot Club,"Ryan Kaiser, known professionally as Yot Club, is an American bedroom pop artist originating from Hattiesburg, Mississippi, and presently based in Nashville, Tennessee.

Kaiser embarked on a musical journey prior to Yot Club under the moniker Amateur Observer, sharing his creations on platforms like SoundCloud and Bandcamp. Despite its existence for about a year, Kaiser eventually deleted the project due to feelings of insecurity.

Transitioning to Yot Club, Kaiser's musical identity took shape upon entering the music scene in 2019. <a href=""https://www.last.fm/music/Yot+Club"">Read more on Last.fm</a>",1465356,32465504,"['VACATIONS', 'Mind’s Eye', 'Lure Division', 'Vansire', 'late night drive home']"
Local Natives,"Local Natives (formerly cavil at rest) is an indie rock band based in Silver Lake, Los Angeles, CA, United States.
After the three founding members originally met in high school, a bassist and a drummer were found, and they all moved to a house in Silver Lake in 2008 to record their album. Their debut album as Local Natives, ""Gorilla Manor"", was released in the UK on November 2nd, 2009, and saw a US release date of February 16th, 2010. The band's <a href=""https://www.last.fm/music/Local+Natives"">Read more on Last.fm</a>",1420660,39237078,"['Broken Bells', 'Wild Beasts', 'Ra Ra Riot', 'Cold War Kids', 'Young the Giant']"
Lisa Hannigan,"Lisa Hannigan (born Lisa Margaret Hannigan on 12 February 1981 in Kilcloon, County Meath, Ireland) is an Irish singer-songwriter and musician. Originally coming to public attention in 2001 as the female vocalist from Damien Rice's best-selling breakthrough albums O and 9, she began her solo career in 2007. Since then she has released the albums Sea Sew (2008), Passenger  (2011) and At Swim (2016). Hannigan's music has received award nominations both in Ireland and the USA. <a href=""https://www.last.fm/music/Lisa+Hannigan"">Read more on Last.fm</a>",468940,7157079,"['Damien Rice', 'Laura Marling', 'Glen Hansard', 'William Fitzsimmons', 'Alela Diane']"
Jowee Omicil," <a href=""https://www.last.fm/music/Jowee+Omicil"">Read more on Last.fm</a>",8373,38526,"['Joe Armon-Jones', 'Dave Douglas', 'Theo Croker', 'Roberto Fonseca', 'Shai Maestro']"
GoldLink,"
GoldLink began his career performing under his birth name D'Anthony Carlos. He began making music as a hobby after graduating high school, eventually recording tracks in a local studio in Washington D.C. named Indie Media Lab. He released his first tracks on Bandcamp under the name Gold Link James. It was in 2013 that he began performing as GoldLink, releasing several free tracks on SoundCloud.

He is best known for his 2014 mixtape The God Complex. <a href=""https://www.last.fm/music/GoldLink"">Read more on Last.fm</a>",1229798,28954082,"['KAYTRANADA', 'Smino', 'DUCKWRTH', 'Aminé', 'Bas']"
